date,players,viewers
5-Jan-2013,207823,0
5-Jan-2013,66972,0
5-Jan-2013,31275,0
6-Jan-2013,200878,0
6-Jan-2013,62578,0
6-Jan-2013,31343,0
7-Jan-2013,197441,0
7-Jan-2013,48382,0
7-Jan-2013,30480,0
8-Jan-2013,195051,0
8-Jan-2013,46112,0
8-Jan-2013,28874,0
9-Jan-2013,199860,0
9-Jan-2013,51748,0
9-Jan-2013,27372,0
10-Jan-2013,213862,0
10-Jan-2013,58083,0
10-Jan-2013,27760,0
11-Jan-2013,234693,0
11-Jan-2013,74968,0
11-Jan-2013,26010,0
12-Jan-2013,223423,0
12-Jan-2013,74317,0
12-Jan-2013,29060,0
13-Jan-2013,204455,0
13-Jan-2013,65138,0
13-Jan-2013,28927,0
14-Jan-2013,205046,0
14-Jan-2013,49775,0
14-Jan-2013,27930,0
15-Jan-2013,206108,0
15-Jan-2013,50100,0
15-Jan-2013,27010,0
16-Jan-2013,209216,0
16-Jan-2013,51103,0
16-Jan-2013,26002,0
17-Jan-2013,224598,0
17-Jan-2013,61927,0
17-Jan-2013,25946,0
18-Jan-2013,249092,0
18-Jan-2013,74230,0
18-Jan-2013,24670,0
19-Jan-2013,243759,0
19-Jan-2013,73842,0
19-Jan-2013,28609,0
20-Jan-2013,227237,0
20-Jan-2013,67896,0
20-Jan-2013,29421,0
21-Jan-2013,224170,0
21-Jan-2013,63332,0
21-Jan-2013,29341,0
22-Jan-2013,228490,0
22-Jan-2013,50250,0
22-Jan-2013,27271,0
23-Jan-2013,230012,0
23-Jan-2013,55657,0
23-Jan-2013,27272,0
24-Jan-2013,243819,0
24-Jan-2013,61288,0
24-Jan-2013,27283,0
25-Jan-2013,261921,0
25-Jan-2013,72999,0
25-Jan-2013,25976,0
26-Jan-2013,258661,0
26-Jan-2013,71806,0
26-Jan-2013,29566,0
27-Jan-2013,237414,0
27-Jan-2013,63939,0
27-Jan-2013,29562,0
28-Jan-2013,236552,0
28-Jan-2013,49370,0
28-Jan-2013,27828,0
29-Jan-2013,233726,0
29-Jan-2013,48952,0
29-Jan-2013,26654,0
30-Jan-2013,238047,0
30-Jan-2013,53465,0
30-Jan-2013,26292,0
31-Jan-2013,217567,0
31-Jan-2013,59183,0
31-Jan-2013,26210,0
1-Feb-2013,283870,0
1-Feb-2013,72893,0
1-Feb-2013,35238,0
1-Feb-2013,1,0
2-Feb-2013,261182,0
2-Feb-2013,71248,0
2-Feb-2013,29588,0
2-Feb-2013,0,0
3-Feb-2013,236051,0
3-Feb-2013,64396,0
3-Feb-2013,29340,0
3-Feb-2013,0,0
4-Feb-2013,234582,0
4-Feb-2013,48707,0
4-Feb-2013,27967,0
4-Feb-2013,0,0
5-Feb-2013,235657,0
5-Feb-2013,47966,0
5-Feb-2013,27481,0
5-Feb-2013,0,0
6-Feb-2013,238126,0
6-Feb-2013,52974,0
6-Feb-2013,25874,0
6-Feb-2013,0,0
7-Feb-2013,254630,0
7-Feb-2013,61316,0
7-Feb-2013,28358,0
7-Feb-2013,0,0
8-Feb-2013,273953,0
8-Feb-2013,73221,0
8-Feb-2013,30390,0
8-Feb-2013,0,0
9-Feb-2013,273967,0
9-Feb-2013,72104,0
9-Feb-2013,35597,0
9-Feb-2013,0,0
10-Feb-2013,255378,0
10-Feb-2013,64544,0
10-Feb-2013,35045,0
10-Feb-2013,0,0
11-Feb-2013,253257,0
11-Feb-2013,48740,0
11-Feb-2013,34252,0
11-Feb-2013,0,0
12-Feb-2013,250883,0
12-Feb-2013,47508,0
12-Feb-2013,31613,0
12-Feb-2013,0,0
13-Feb-2013,237422,0
13-Feb-2013,50988,0
13-Feb-2013,27439,0
13-Feb-2013,0,0
14-Feb-2013,259980,0
14-Feb-2013,58787,0
14-Feb-2013,27935,0
14-Feb-2013,0,0
15-Feb-2013,284234,0
15-Feb-2013,71313,0
15-Feb-2013,28986,0
15-Feb-2013,0,0
16-Feb-2013,281180,0
16-Feb-2013,70529,0
16-Feb-2013,33189,0
16-Feb-2013,0,0
17-Feb-2013,256970,0
17-Feb-2013,64770,0
17-Feb-2013,33110,0
17-Feb-2013,0,0
18-Feb-2013,252643,0
18-Feb-2013,60191,0
18-Feb-2013,32053,0
18-Feb-2013,0,0
19-Feb-2013,253259,0
19-Feb-2013,49264,0
19-Feb-2013,28067,0
19-Feb-2013,0,0
20-Feb-2013,255376,0
20-Feb-2013,54679,0
20-Feb-2013,27828,0
20-Feb-2013,0,0
21-Feb-2013,266857,0
21-Feb-2013,57914,0
21-Feb-2013,27767,0
21-Feb-2013,0,0
22-Feb-2013,274436,0
22-Feb-2013,70555,0
22-Feb-2013,27851,0
22-Feb-2013,0,0
23-Feb-2013,283477,0
23-Feb-2013,69764,0
23-Feb-2013,31712,0
23-Feb-2013,0,0
24-Feb-2013,250751,0
24-Feb-2013,62917,0
24-Feb-2013,31543,0
24-Feb-2013,0,0
25-Feb-2013,253759,0
25-Feb-2013,47526,0
25-Feb-2013,30443,0
25-Feb-2013,0,0
26-Feb-2013,248683,0
26-Feb-2013,47533,0
26-Feb-2013,27140,0
26-Feb-2013,0,0
27-Feb-2013,252186,0
27-Feb-2013,51250,0
27-Feb-2013,28512,0
27-Feb-2013,0,0
28-Feb-2013,269649,0
28-Feb-2013,57324,0
28-Feb-2013,28767,0
28-Feb-2013,0,0
1-Mar-2013,325598,0
1-Mar-2013,72799,0
1-Mar-2013,32166,0
1-Mar-2013,19099,0
2-Mar-2013,289711,0
2-Mar-2013,70214,0
2-Mar-2013,30889,0
2-Mar-2013,0,0
3-Mar-2013,256668,0
3-Mar-2013,63328,0
3-Mar-2013,30876,0
3-Mar-2013,0,0
4-Mar-2013,257875,0
4-Mar-2013,47029,0
4-Mar-2013,28744,0
4-Mar-2013,0,0
5-Mar-2013,257117,0
5-Mar-2013,47083,0
5-Mar-2013,25903,0
5-Mar-2013,0,0
6-Mar-2013,265725,0
6-Mar-2013,52249,0
6-Mar-2013,25812,0
6-Mar-2013,0,0
7-Mar-2013,266333,0
7-Mar-2013,59779,0
7-Mar-2013,25131,0
7-Mar-2013,0,0
8-Mar-2013,303068,0
8-Mar-2013,71673,0
8-Mar-2013,25565,0
8-Mar-2013,0,0
9-Mar-2013,325897,0
9-Mar-2013,73902,0
9-Mar-2013,30029,0
9-Mar-2013,0,0
10-Mar-2013,267082,0
10-Mar-2013,62468,0
10-Mar-2013,29917,0
10-Mar-2013,0,0
11-Mar-2013,263995,0
11-Mar-2013,49946,0
11-Mar-2013,27834,0
11-Mar-2013,0,0
12-Mar-2013,260335,0
12-Mar-2013,50652,0
12-Mar-2013,24446,0
12-Mar-2013,0,0
13-Mar-2013,262759,0
13-Mar-2013,56250,0
13-Mar-2013,26247,0
13-Mar-2013,0,0
14-Mar-2013,279310,0
14-Mar-2013,65612,0
14-Mar-2013,26156,0
14-Mar-2013,0,0
15-Mar-2013,297313,0
15-Mar-2013,72966,0
15-Mar-2013,25555,0
15-Mar-2013,0,0
16-Mar-2013,293090,0
16-Mar-2013,71374,0
16-Mar-2013,29444,0
16-Mar-2013,0,0
17-Mar-2013,261736,0
17-Mar-2013,63545,0
17-Mar-2013,29023,0
17-Mar-2013,0,0
18-Mar-2013,263445,0
18-Mar-2013,50265,0
18-Mar-2013,28466,0
18-Mar-2013,0,0
19-Mar-2013,263566,0
19-Mar-2013,48631,0
19-Mar-2013,27964,0
19-Mar-2013,0,0
20-Mar-2013,270405,0
20-Mar-2013,54280,0
20-Mar-2013,27635,0
20-Mar-2013,0,0
21-Mar-2013,281979,0
21-Mar-2013,64709,0
21-Mar-2013,27453,0
21-Mar-2013,0,0
22-Mar-2013,303083,0
22-Mar-2013,73340,0
22-Mar-2013,27805,0
22-Mar-2013,0,0
23-Mar-2013,311078,0
23-Mar-2013,71503,0
23-Mar-2013,32372,0
23-Mar-2013,0,0
24-Mar-2013,281143,0
24-Mar-2013,66501,0
24-Mar-2013,32414,0
24-Mar-2013,0,0
25-Mar-2013,272025,0
25-Mar-2013,55621,0
25-Mar-2013,30489,0
25-Mar-2013,8021,0
26-Mar-2013,274017,0
26-Mar-2013,54147,0
26-Mar-2013,28046,0
26-Mar-2013,10948,0
27-Mar-2013,282141,0
27-Mar-2013,63281,0
27-Mar-2013,28144,0
27-Mar-2013,14276,0
28-Mar-2013,299627,0
28-Mar-2013,68616,0
28-Mar-2013,28468,0
28-Mar-2013,16567,0
29-Mar-2013,301486,0
29-Mar-2013,68110,0
29-Mar-2013,27440,0
29-Mar-2013,18442,0
30-Mar-2013,293265,0
30-Mar-2013,66262,0
30-Mar-2013,28343,0
30-Mar-2013,19390,0
31-Mar-2013,274605,0
31-Mar-2013,61094,0
31-Mar-2013,29407,0
31-Mar-2013,18823,0
1-Apr-2013,299667,0
1-Apr-2013,71706,0
1-Apr-2013,31966,0
1-Apr-2013,21157,0
2-Apr-2013,271429,0
2-Apr-2013,50667,0
2-Apr-2013,26055,0
2-Apr-2013,16253,0
3-Apr-2013,267248,0
3-Apr-2013,56754,0
3-Apr-2013,27938,0
3-Apr-2013,16824,0
4-Apr-2013,285748,0
4-Apr-2013,63324,0
4-Apr-2013,28890,0
4-Apr-2013,17563,0
5-Apr-2013,297580,0
5-Apr-2013,71846,0
5-Apr-2013,28687,0
5-Apr-2013,16052,0
6-Apr-2013,300414,0
6-Apr-2013,68538,0
6-Apr-2013,32163,0
6-Apr-2013,21153,0
7-Apr-2013,273058,0
7-Apr-2013,56769,0
7-Apr-2013,29464,0
7-Apr-2013,18456,0
8-Apr-2013,270882,0
8-Apr-2013,49094,0
8-Apr-2013,27843,0
8-Apr-2013,16344,0
9-Apr-2013,269293,0
9-Apr-2013,47242,0
9-Apr-2013,26959,0
9-Apr-2013,16061,0
10-Apr-2013,269683,0
10-Apr-2013,52834,0
10-Apr-2013,29239,0
10-Apr-2013,15989,0
11-Apr-2013,282225,0
11-Apr-2013,60730,0
11-Apr-2013,27137,0
11-Apr-2013,16450,0
12-Apr-2013,297510,0
12-Apr-2013,72437,0
12-Apr-2013,28237,0
12-Apr-2013,21196,0
13-Apr-2013,292130,0
13-Apr-2013,70070,0
13-Apr-2013,31604,0
13-Apr-2013,21120,0
14-Apr-2013,261387,0
14-Apr-2013,56712,0
14-Apr-2013,29982,0
14-Apr-2013,18644,0
15-Apr-2013,262444,0
15-Apr-2013,46853,0
15-Apr-2013,28795,0
15-Apr-2013,16463,0
16-Apr-2013,259406,0
16-Apr-2013,46504,0
16-Apr-2013,27768,0
16-Apr-2013,15272,0
17-Apr-2013,260680,0
17-Apr-2013,52973,0
17-Apr-2013,28493,0
17-Apr-2013,15465,0
18-Apr-2013,270114,0
18-Apr-2013,58779,0
18-Apr-2013,27078,0
18-Apr-2013,16410,0
19-Apr-2013,285389,0
19-Apr-2013,71375,0
19-Apr-2013,26886,0
19-Apr-2013,21951,0
20-Apr-2013,286189,0
20-Apr-2013,69315,0
20-Apr-2013,30920,0
20-Apr-2013,20258,0
21-Apr-2013,267804,0
21-Apr-2013,56564,0
21-Apr-2013,29952,0
21-Apr-2013,17820,0
22-Apr-2013,267223,0
22-Apr-2013,48130,0
22-Apr-2013,28106,0
22-Apr-2013,15749,0
23-Apr-2013,264998,0
23-Apr-2013,45898,0
23-Apr-2013,24738,0
23-Apr-2013,16926,0
24-Apr-2013,261898,0
24-Apr-2013,50896,0
24-Apr-2013,27216,0
24-Apr-2013,15245,0
25-Apr-2013,269414,0
25-Apr-2013,58753,0
25-Apr-2013,26661,0
25-Apr-2013,15265,0
26-Apr-2013,286214,0
26-Apr-2013,71193,0
26-Apr-2013,27160,0
26-Apr-2013,18786,0
27-Apr-2013,292781,0
27-Apr-2013,69576,0
27-Apr-2013,31433,0
27-Apr-2013,17760,0
28-Apr-2013,266221,0
28-Apr-2013,56425,0
28-Apr-2013,30521,0
28-Apr-2013,16114,0
29-Apr-2013,275774,0
29-Apr-2013,49926,0
29-Apr-2013,27756,0
29-Apr-2013,13447,0
30-Apr-2013,261609,0
30-Apr-2013,47041,0
30-Apr-2013,25652,0
30-Apr-2013,15153,0
1-May-2013,325815,0
1-May-2013,75126,0
1-May-2013,53379,0
1-May-2013,19734,0
2-May-2013,272184,0
2-May-2013,55355,0
2-May-2013,26397,0
2-May-2013,14419,0
3-May-2013,292144,0
3-May-2013,66808,0
3-May-2013,26495,0
3-May-2013,17645,0
4-May-2013,280686,0
4-May-2013,65689,0
4-May-2013,29255,0
4-May-2013,20069,0
5-May-2013,259738,0
5-May-2013,53978,0
5-May-2013,27964,0
5-May-2013,20352,0
6-May-2013,256628,0
6-May-2013,45884,0
6-May-2013,28146,0
6-May-2013,12939,0
7-May-2013,262217,0
7-May-2013,48130,0
7-May-2013,27001,0
7-May-2013,15278,0
8-May-2013,252705,0
8-May-2013,53300,0
8-May-2013,26336,0
8-May-2013,15278,0
9-May-2013,269240,0
9-May-2013,57332,0
9-May-2013,25718,0
9-May-2013,13145,0
10-May-2013,298705,0
10-May-2013,69806,0
10-May-2013,26579,0
10-May-2013,13812,0
11-May-2013,295032,0
11-May-2013,66198,0
11-May-2013,29611,0
11-May-2013,14173,0
12-May-2013,302958,0
12-May-2013,53199,0
12-May-2013,29199,0
12-May-2013,11504,0
13-May-2013,304621,0
13-May-2013,46495,0
13-May-2013,26626,0
13-May-2013,11665,0
14-May-2013,306467,0
14-May-2013,45945,0
14-May-2013,25655,0
14-May-2013,9985,0
15-May-2013,302926,0
15-May-2013,51805,0
15-May-2013,30732,0
15-May-2013,10163,0
16-May-2013,318890,0
16-May-2013,58185,0
16-May-2013,44688,0
16-May-2013,10307,0
17-May-2013,329977,0
17-May-2013,75054,0
17-May-2013,51786,0
17-May-2013,13367,0
18-May-2013,328713,0
18-May-2013,73362,0
18-May-2013,53381,0
18-May-2013,13683,0
19-May-2013,312562,0
19-May-2013,66035,0
19-May-2013,42315,0
19-May-2013,12158,0
20-May-2013,307248,0
20-May-2013,55154,0
20-May-2013,36850,0
20-May-2013,11506,0
21-May-2013,304716,0
21-May-2013,56119,0
21-May-2013,35039,0
21-May-2013,9556,0
22-May-2013,324498,0
22-May-2013,62581,0
22-May-2013,34418,0
22-May-2013,9246,0
23-May-2013,303529,0
23-May-2013,69506,0
23-May-2013,32069,0
23-May-2013,16355,0
24-May-2013,311696,0
24-May-2013,75725,0
24-May-2013,31723,0
24-May-2013,18024,0
25-May-2013,318606,0
25-May-2013,73381,0
25-May-2013,34871,0
25-May-2013,18011,0
26-May-2013,303848,0
26-May-2013,69102,0
26-May-2013,35724,0
26-May-2013,17644,0
27-May-2013,317067,0
27-May-2013,58374,0
27-May-2013,33689,0
27-May-2013,16312,0
28-May-2013,311520,0
28-May-2013,57722,0
28-May-2013,31426,0
28-May-2013,19873,0
29-May-2013,308015,0
29-May-2013,65033,0
29-May-2013,33106,0
29-May-2013,18462,0
30-May-2013,303763,0
30-May-2013,68958,0
30-May-2013,31084,0
30-May-2013,17552,0
31-May-2013,312245,0
31-May-2013,75574,0
31-May-2013,29297,0
31-May-2013,18394,0
1-Jun-2013,326160,0
1-Jun-2013,77349,0
1-Jun-2013,33700,0
1-Jun-2013,19554,0
2-Jun-2013,298910,0
2-Jun-2013,61243,0
2-Jun-2013,33448,0
2-Jun-2013,17574,0
3-Jun-2013,300585,0
3-Jun-2013,57932,0
3-Jun-2013,31806,0
3-Jun-2013,14993,0
4-Jun-2013,295791,0
4-Jun-2013,57491,0
4-Jun-2013,30594,0
4-Jun-2013,17481,0
5-Jun-2013,297766,0
5-Jun-2013,63174,0
5-Jun-2013,30352,0
5-Jun-2013,16792,0
6-Jun-2013,301152,0
6-Jun-2013,68710,0
6-Jun-2013,29284,0
6-Jun-2013,14608,0
7-Jun-2013,308039,0
7-Jun-2013,71253,0
7-Jun-2013,27103,0
7-Jun-2013,17042,0
8-Jun-2013,326835,0
8-Jun-2013,70740,0
8-Jun-2013,31842,0
8-Jun-2013,16780,0
9-Jun-2013,299360,0
9-Jun-2013,62594,0
9-Jun-2013,32327,0
9-Jun-2013,15310,0
10-Jun-2013,301738,0
10-Jun-2013,61827,0
10-Jun-2013,31795,0
10-Jun-2013,14233,0
11-Jun-2013,293300,0
11-Jun-2013,60927,0
11-Jun-2013,30957,0
11-Jun-2013,13895,0
12-Jun-2013,296693,0
12-Jun-2013,67282,0
12-Jun-2013,32008,0
12-Jun-2013,13342,0
13-Jun-2013,298580,0
13-Jun-2013,70087,0
13-Jun-2013,31419,0
13-Jun-2013,13594,0
14-Jun-2013,305281,0
14-Jun-2013,70039,0
14-Jun-2013,28737,0
14-Jun-2013,13436,0
15-Jun-2013,311932,0
15-Jun-2013,69098,0
15-Jun-2013,33321,0
15-Jun-2013,13375,0
16-Jun-2013,301662,0
16-Jun-2013,65590,0
16-Jun-2013,33951,0
16-Jun-2013,12826,0
17-Jun-2013,298103,0
17-Jun-2013,64983,0
17-Jun-2013,32652,0
17-Jun-2013,14954,0
18-Jun-2013,296900,0
18-Jun-2013,65478,0
18-Jun-2013,32167,0
18-Jun-2013,17653,0
19-Jun-2013,292222,0
19-Jun-2013,70788,0
19-Jun-2013,31193,0
19-Jun-2013,15388,0
20-Jun-2013,289563,0
20-Jun-2013,70865,0
20-Jun-2013,30594,0
20-Jun-2013,19642,0
21-Jun-2013,306830,0
21-Jun-2013,70598,0
21-Jun-2013,27317,0
21-Jun-2013,17045,0
22-Jun-2013,315297,0
22-Jun-2013,71288,0
22-Jun-2013,32706,0
22-Jun-2013,15049,0
23-Jun-2013,303377,0
23-Jun-2013,70208,0
23-Jun-2013,33993,0
23-Jun-2013,13797,0
24-Jun-2013,293750,0
24-Jun-2013,68977,0
24-Jun-2013,33041,0
24-Jun-2013,13402,0
25-Jun-2013,294830,0
25-Jun-2013,66824,0
25-Jun-2013,31838,0
25-Jun-2013,12162,0
26-Jun-2013,293282,0
26-Jun-2013,78100,0
26-Jun-2013,30794,0
26-Jun-2013,12071,0
27-Jun-2013,294990,0
27-Jun-2013,77783,0
27-Jun-2013,29569,0
27-Jun-2013,12477,0
28-Jun-2013,306089,0
28-Jun-2013,72912,0
28-Jun-2013,28882,0
28-Jun-2013,12546,0
29-Jun-2013,324739,0
29-Jun-2013,72897,0
29-Jun-2013,32710,0
29-Jun-2013,12505,0
30-Jun-2013,301960,0
30-Jun-2013,71907,0
30-Jun-2013,34595,0
30-Jun-2013,11935,0
1-Jul-2013,422617,0
1-Jul-2013,72803,0
1-Jul-2013,42149,0
1-Jul-2013,15714,0
2-Jul-2013,299678,0
2-Jul-2013,69561,0
2-Jul-2013,32455,0
2-Jul-2013,14871,0
3-Jul-2013,312026,0
3-Jul-2013,73343,0
3-Jul-2013,31636,0
3-Jul-2013,13137,0
4-Jul-2013,319772,0
4-Jul-2013,70775,0
4-Jul-2013,30239,0
4-Jul-2013,14735,0
5-Jul-2013,335314,0
5-Jul-2013,67568,0
5-Jul-2013,27674,0
5-Jul-2013,13755,0
6-Jul-2013,328486,0
6-Jul-2013,67951,0
6-Jul-2013,31678,0
6-Jul-2013,14623,0
7-Jul-2013,322038,0
7-Jul-2013,69143,0
7-Jul-2013,32206,0
7-Jul-2013,14014,0
8-Jul-2013,314788,0
8-Jul-2013,68000,0
8-Jul-2013,31697,0
8-Jul-2013,12232,0
9-Jul-2013,335335,0
9-Jul-2013,65796,0
9-Jul-2013,30258,0
9-Jul-2013,11058,0
10-Jul-2013,333115,0
10-Jul-2013,70783,0
10-Jul-2013,32813,0
10-Jul-2013,11455,0
11-Jul-2013,327915,0
11-Jul-2013,67104,0
11-Jul-2013,33125,0
11-Jul-2013,10145,0
12-Jul-2013,334106,0
12-Jul-2013,63172,0
12-Jul-2013,32587,0
12-Jul-2013,15046,0
13-Jul-2013,347619,0
13-Jul-2013,62847,0
13-Jul-2013,34917,0
13-Jul-2013,14665,0
14-Jul-2013,334074,0
14-Jul-2013,63776,0
14-Jul-2013,34838,0
14-Jul-2013,14737,0
15-Jul-2013,332896,0
15-Jul-2013,61881,0
15-Jul-2013,34126,0
15-Jul-2013,12059,0
16-Jul-2013,328484,0
16-Jul-2013,61294,0
16-Jul-2013,33547,0
16-Jul-2013,14328,0
17-Jul-2013,337550,0
17-Jul-2013,63710,0
17-Jul-2013,32170,0
17-Jul-2013,15314,0
18-Jul-2013,350927,0
18-Jul-2013,61327,0
18-Jul-2013,32223,0
18-Jul-2013,12457,0
19-Jul-2013,385324,0
19-Jul-2013,60727,0
19-Jul-2013,32595,0
19-Jul-2013,12908,0
20-Jul-2013,396917,0
20-Jul-2013,61957,0
20-Jul-2013,40569,0
20-Jul-2013,15696,0
21-Jul-2013,382742,0
21-Jul-2013,62174,0
21-Jul-2013,42411,0
21-Jul-2013,15268,0
22-Jul-2013,390724,0
22-Jul-2013,64019,0
22-Jul-2013,41475,0
22-Jul-2013,12059,0
23-Jul-2013,376148,0
23-Jul-2013,62634,0
23-Jul-2013,39024,0
23-Jul-2013,13420,0
24-Jul-2013,391566,0
24-Jul-2013,65554,0
24-Jul-2013,36747,0
24-Jul-2013,13455,0
25-Jul-2013,397368,0
25-Jul-2013,65415,0
25-Jul-2013,36289,0
25-Jul-2013,12125,0
26-Jul-2013,410882,0
26-Jul-2013,62535,0
26-Jul-2013,32931,0
26-Jul-2013,15300,0
27-Jul-2013,432837,0
27-Jul-2013,65546,0
27-Jul-2013,37093,0
27-Jul-2013,14794,0
28-Jul-2013,417945,0
28-Jul-2013,65153,0
28-Jul-2013,36972,0
28-Jul-2013,14428,0
29-Jul-2013,423332,0
29-Jul-2013,66045,0
29-Jul-2013,36514,0
29-Jul-2013,13620,0
30-Jul-2013,411302,0
30-Jul-2013,63847,0
30-Jul-2013,36026,0
30-Jul-2013,15617,0
31-Jul-2013,411308,0
31-Jul-2013,65468,0
31-Jul-2013,34224,0
31-Jul-2013,13746,0
1-Aug-2013,520532,0
1-Aug-2013,74504,0
1-Aug-2013,50511,0
1-Aug-2013,14349,0
2-Aug-2013,497332,0
2-Aug-2013,63599,0
2-Aug-2013,29267,0
2-Aug-2013,13260,0
3-Aug-2013,494675,0
3-Aug-2013,64949,0
3-Aug-2013,34251,0
3-Aug-2013,13693,0
4-Aug-2013,473584,0
4-Aug-2013,64944,0
4-Aug-2013,33586,0
4-Aug-2013,12889,0
5-Aug-2013,439522,0
5-Aug-2013,63929,0
5-Aug-2013,33848,0
5-Aug-2013,11449,0
6-Aug-2013,439990,0
6-Aug-2013,63755,0
6-Aug-2013,33104,0
6-Aug-2013,10827,0
7-Aug-2013,443921,0
7-Aug-2013,65522,0
7-Aug-2013,31589,0
7-Aug-2013,11028,0
8-Aug-2013,447368,0
8-Aug-2013,65885,0
8-Aug-2013,31024,0
8-Aug-2013,11109,0
9-Aug-2013,471867,0
9-Aug-2013,66516,0
9-Aug-2013,30076,0
9-Aug-2013,14635,0
10-Aug-2013,497956,0
10-Aug-2013,67346,0
10-Aug-2013,34349,0
10-Aug-2013,14600,0
11-Aug-2013,477143,0
11-Aug-2013,65237,0
11-Aug-2013,34091,0
11-Aug-2013,13467,0
12-Aug-2013,466285,0
12-Aug-2013,65314,0
12-Aug-2013,33995,0
12-Aug-2013,12129,0
13-Aug-2013,463428,0
13-Aug-2013,60845,0
13-Aug-2013,40211,0
13-Aug-2013,12777,0
14-Aug-2013,456510,0
14-Aug-2013,61786,0
14-Aug-2013,45862,0
14-Aug-2013,11919,0
15-Aug-2013,457334,0
15-Aug-2013,64592,0
15-Aug-2013,45696,0
15-Aug-2013,10727,0
16-Aug-2013,469142,0
16-Aug-2013,64288,0
16-Aug-2013,44982,0
16-Aug-2013,10925,0
17-Aug-2013,482395,0
17-Aug-2013,66419,0
17-Aug-2013,51627,0
17-Aug-2013,13482,0
18-Aug-2013,459261,0
18-Aug-2013,63652,0
18-Aug-2013,49450,0
18-Aug-2013,10789,0
19-Aug-2013,451632,0
19-Aug-2013,62806,0
19-Aug-2013,48268,0
19-Aug-2013,10077,0
20-Aug-2013,455760,0
20-Aug-2013,62231,0
20-Aug-2013,46910,0
20-Aug-2013,9868,0
21-Aug-2013,458834,0
21-Aug-2013,64144,0
21-Aug-2013,48341,0
21-Aug-2013,9058,0
22-Aug-2013,460976,0
22-Aug-2013,67062,0
22-Aug-2013,45988,0
22-Aug-2013,10594,0
23-Aug-2013,473934,0
23-Aug-2013,74607,0
23-Aug-2013,44294,0
23-Aug-2013,12055,0
24-Aug-2013,486116,0
24-Aug-2013,75945,0
24-Aug-2013,48892,0
24-Aug-2013,10824,0
25-Aug-2013,476855,0
25-Aug-2013,66433,0
25-Aug-2013,47363,0
25-Aug-2013,10715,0
26-Aug-2013,485440,0
26-Aug-2013,64533,0
26-Aug-2013,45160,0
26-Aug-2013,8597,0
27-Aug-2013,484006,0
27-Aug-2013,60591,0
27-Aug-2013,45129,0
27-Aug-2013,8420,0
28-Aug-2013,490451,0
28-Aug-2013,61200,0
28-Aug-2013,45692,0
28-Aug-2013,8867,0
29-Aug-2013,500715,0
29-Aug-2013,65051,0
29-Aug-2013,43360,0
29-Aug-2013,13826,0
30-Aug-2013,524282,0
30-Aug-2013,76269,0
30-Aug-2013,43062,0
30-Aug-2013,13721,0
31-Aug-2013,384727,0
31-Aug-2013,70329,0
31-Aug-2013,42838,0
31-Aug-2013,11841,0
1-Sep-2013,566715,0
1-Sep-2013,77493,0
1-Sep-2013,52052,0
1-Sep-2013,18941,0
2-Sep-2013,483253,0
2-Sep-2013,60858,0
2-Sep-2013,44064,0
2-Sep-2013,10982,0
3-Sep-2013,483771,0
3-Sep-2013,52489,0
3-Sep-2013,41754,0
3-Sep-2013,11694,0
4-Sep-2013,491679,0
4-Sep-2013,58371,0
4-Sep-2013,43413,0
4-Sep-2013,10997,0
5-Sep-2013,520783,0
5-Sep-2013,61128,0
5-Sep-2013,41612,0
5-Sep-2013,11086,0
6-Sep-2013,541832,0
6-Sep-2013,78767,0
6-Sep-2013,44671,0
6-Sep-2013,12421,0
7-Sep-2013,539723,0
7-Sep-2013,78368,0
7-Sep-2013,50837,0
7-Sep-2013,11777,0
8-Sep-2013,475336,0
8-Sep-2013,60777,0
8-Sep-2013,46553,0
8-Sep-2013,9501,0
9-Sep-2013,483835,0
9-Sep-2013,52906,0
9-Sep-2013,42807,0
9-Sep-2013,8770,0
10-Sep-2013,428406,0
10-Sep-2013,52640,0
10-Sep-2013,40965,0
10-Sep-2013,8433,0
11-Sep-2013,478811,0
11-Sep-2013,53097,0
11-Sep-2013,44712,0
11-Sep-2013,8362,0
12-Sep-2013,508910,0
12-Sep-2013,59674,0
12-Sep-2013,44173,0
12-Sep-2013,9090,0
13-Sep-2013,541350,0
13-Sep-2013,79574,0
13-Sep-2013,47175,0
13-Sep-2013,19031,0
14-Sep-2013,536038,0
14-Sep-2013,78018,0
14-Sep-2013,51134,0
14-Sep-2013,18654,0
15-Sep-2013,477271,0
15-Sep-2013,59160,0
15-Sep-2013,46788,0
15-Sep-2013,15858,0
16-Sep-2013,477645,0
16-Sep-2013,54056,0
16-Sep-2013,42682,0
16-Sep-2013,13510,0
17-Sep-2013,494207,0
17-Sep-2013,52905,0
17-Sep-2013,38693,0
17-Sep-2013,13432,0
18-Sep-2013,483755,0
18-Sep-2013,54383,0
18-Sep-2013,42817,0
18-Sep-2013,14151,0
19-Sep-2013,516188,0
19-Sep-2013,61348,0
19-Sep-2013,44988,0
19-Sep-2013,13860,0
20-Sep-2013,536431,0
20-Sep-2013,80551,0
20-Sep-2013,47978,0
20-Sep-2013,17792,0
21-Sep-2013,524991,0
21-Sep-2013,78706,0
21-Sep-2013,51215,0
21-Sep-2013,17374,0
22-Sep-2013,484336,0
22-Sep-2013,58708,0
22-Sep-2013,45591,0
22-Sep-2013,14409,0
23-Sep-2013,473997,0
23-Sep-2013,52594,0
23-Sep-2013,44195,0
